"Uddannelsessted","url","Valgt","Nummer","Uni","Region","Startdato","Afdeling","Speciale","Uddannelsessted2","Afdeling2","Speciale2","id","Runde","Rundestart","lon","lat"
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v2.asp","13. apr 08:31",277,"KU","Hovedst.",2018-09-01,"Ortopædkirurgisk afd.","Ortopædisk kirurgi","Lisbeth Tina Bonde","Almen praksis","Almen medicin",NA,"Efterår 18",2018-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v2.asp","10. apr 13:41",87,"KU","Hovedst.",2018-11-01,"Gastroenheden, kirurgisk","Kirurgi","Vesterbro Lægehus","Almen praksis","Almen medicin",NA,"Efterår 18",2018-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v2.asp","7. apr 18:50",342,"SDU","Hovedst.",2017-09-01,"Ortopædkirurgisk afd.","Ortopædisk kirurgi","Tina Børme og Dorte Løcke","Almen praksis","Almen medicin",NA,"Efterår 17",2017-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v2.asp","5. apr 13:29",164,"KU","Hovedst.",2017-08-01,"Medicinsk Enhed, Endokrinologisk afd.","Intern medicin","Lægerne Brøndbyøster Torv","Almen praksis","Almen medicin",NA,"Efterår 17",2017-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v2.asp","11. apr 14:02",168,"KU","Hovedst.",2018-10-01,"Gastroenheden, kirurgisk","Kirurgi","Familielægerne i Rødovre","Almen praksis","Almen medicin",NA,"Efterår 18",2018-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v2.asp","12. apr 12:44",231,"KU","Hovedst.",2018-11-01,"Infektionsmedicinsk afdeling","Intern medicin","Psykiatrien i Region Hovedstaden","Psykiatrisk Center København","Psykiatri",NA,"Efterår 18",2018-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/AJAX_Timelines.asp","15. okt. 18:50",40,"KU","Hovedst.",2019-05-01,"HVH, Medicinsk Enhed, Hjerte- og lungemedicinsk afd.","Intern medicin","Ege Schultz","Almen praksis","Almen medicin","265","Forår 19",2019-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v1.asp","16. okt 14:51",19,"KU","Hovedst.",2018-04-01,"Medicinsk afd., Amager","Intern medicin","Lægecentret Friheden ved Tine Randløv","Almen praksis","Almen medicin",NA,"Forår 18",2018-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v2.asp","13. apr 12:30",300,"KU","Hovedst.",2018-11-01,"Gastroenheden, kirurgisk","Kirurgi","Lægerne Geels Plads","Almen praksis","Almen medicin",NA,"Efterår 18",2018-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v1.asp","17. okt 20:19",125,"KU","Hovedst.",2018-02-01,"Medicinsk Enhed, Hjerte- og lungemedicinsk afd.","Intern medicin","Lægeklinikken PLC","Almen praksis *","Almen medicin",NA,"Forår 18",2018-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v2.asp","10. apr 13:54",88,"KU","Hovedst.",2018-10-01,"Infektionsmedicinsk afdeling","Intern medicin","Lægerne Østerbrogade 48","Almen praksis","Almen medicin",NA,"Efterår 18",2018-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v1.asp","20. okt 11:13",292,"KU","Hovedst.",2018-02-01,"Medicinsk Enhed, Endokrinologisk afd.","Intern medicin","Johnny Wøldike","Almen praksis","Almen medicin",NA,"Forår 18",2018-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v2.asp","5. apr 15:30",175,"KU","Hovedst.",2017-09-01,"Gastroenheden, kirurgisk","Kirurgi","Thomas Rasmussen","Almen praksis","Almen medicin",NA,"Efterår 17",2017-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v2.asp","10. apr 16:01",99,"KU","Hovedst.",2018-09-01,"Infektionsmedicinsk afdeling","Intern medicin","Mit Lægehus Rødovre","Almen praksis","Almen medicin",NA,"Efterår 18",2018-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v1.asp","20. okt 17:10",327,"KU","Hovedst.",2018-04-01,"Ortopædkirurgisk afd.","Ortopædisk kirurgi","Thorkil Christensen","Almen praksis","Almen medicin",NA,"Forår 18",2018-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v2.asp","13. apr 11:26",294,"KU","Hovedst.",2018-09-01,"Medicinsk Enhed, Hjerte- og lungemedicinsk afd.","Intern medicin","Psykiatrien i Region Hovedstaden","Psykiatrisk Center Glostrup","Psykiatri",NA,"Efterår 18",2018-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v2.asp","13. apr 19:05",339,"KU","Hovedst.",2018-09-01,"Ortopædkirurgisk afd.","Ortopædisk kirurgi","Jens Drejer","Almen praksis","Almen medicin",NA,"Efterår 18",2018-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v2.asp","6. apr 16:50",258,"KU","Hovedst.",2017-09-01,"Gastroenheden, kirurgisk","Kirurgi","Lægerne Helle og Allan Trankjær","Almen praksis","Almen medicin",NA,"Efterår 17",2017-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v1.asp","19. okt 09:21",207,"KU","Hovedst.",2018-02-01,"Medicinsk afd., Amager","Intern medicin","Marianne Carnera & Ane Sehested","Almen praksis","Almen medicin",NA,"Forår 18",2018-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v2.asp","9. apr 15:50",22,"SDU","Hovedst.",2018-09-01,"Medicinsk afd., Amager","Intern medicin","Havnestadens Lægehus ved Annette Lemche","Almen praksis","Almen medicin",NA,"Efterår 18",2018-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v2.asp","11. apr 13:53",167,"KU","Hovedst.",2018-11-01,"Medicinsk Enhed, Hjerte- og lungemedicinsk afd.","Intern medicin","Louise Bjørn Hedegaard","Almen praksis","Almen medicin",NA,"Efterår 18",2018-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v1.asp","16. okt 13:54",13,"KU","Hovedst.",2018-03-01,"Infektionsmedicinsk afdeling","Intern medicin","Lisbeth Tina Bonde","Almen praksis","Almen medicin",NA,"Forår 18",2018-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v2.asp","3. apr 15:38",22,"KU","Hovedst.",2017-11-01,"Medicinsk Enhed, Endokrinologisk afd.","Intern medicin","Lægerne Rødovre Centrum 294","Almen praksis *","Almen medicin",NA,"Efterår 17",2017-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/AJAX_Timelines.asp","16. okt. 16:50",105,"KU","Hovedst.",2019-03-01,"HVH, Infektionsmedicinsk afd.","Intern medicin","Ishøjcentrets Læger","Almen praksis","Almen medicin","330","Forår 19",2019-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/AJAX_Timelines.asp","18. okt. 08:30",207,"KU","Hovedst.",2019-05-01,"HVH, Gastroenheden, kirurgisk","Kirurgi","Lægerne Hovedvejen 154","Almen praksis *","Almen medicin","462","Forår 19",2019-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v2.asp","3. apr 16:51",30,"KU","Hovedst.",2017-09-01,"Medicinsk Enhed, Endokrinologisk afd.","Intern medicin","Havnestadens Lægehus ved Annette Lemche","Almen praksis","Almen medicin",NA,"Efterår 17",2017-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v1.asp","19. okt 10:22",213,"KU","Hovedst.",2018-02-01,"Ortopædkirurgisk afd.","Ortopædisk kirurgi","Lægerne Brøndbyøster Torv","Almen praksis","Almen medicin",NA,"Forår 18",2018-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/AJAX_Timelines.asp","16. okt. 17:30",109,"KU","Hovedst.",2019-02-01,"HVH, Medicinsk Enhed, Endokrinologisk afd.","Intern medicin","Kristine Engell-Kofoed","Almen praksis","Almen medicin","594","Forår 19",2019-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/AJAX_Timelines.asp","18. okt. 12:20",230,"KU","Hovedst.",2019-04-01,"HVH, Ortopædkirurgisk afd.","Ortopædisk kirurgi","Lægerne Hager og Fogh-Andersen","Almen praksis","Almen medicin","582","Forår 19",2019-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v2.asp","10. apr 13:41",462,"KU","Hovedst.",2017-08-01,"Ortopædkirurgisk afd.","Ortopædisk kirurgi","Ege Schultz","Almen praksis","Almen medicin",NA,"Efterår 17",2017-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v2.asp","9. apr 15:30",21,"KU","Hovedst.",2018-09-01,"Medicinsk afd., Amager","Intern medicin","Lægerne Lund, Soot og Madsen","Almen praksis","Almen medicin",NA,"Efterår 18",2018-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v2.asp","5. apr 11:17",152,"KU","Hovedst.",2017-09-01,"Ortopædkirurgisk afd.","Ortopædisk kirurgi","Finn Søegaard","Almen praksis","Almen medicin",NA,"Efterår 17",2017-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v2.asp","3. apr 17:51",36,"KU","Hovedst.",2017-09-01,"Medicinsk Enhed, Endokrinologisk afd.","Intern medicin","Lægerne Kirkebjerg","Almen praksis","Almen medicin",NA,"Efterår 17",2017-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v2.asp","7. apr 14:10",317,"KU","Hovedst.",2017-08-01,"Ortopædkirurgisk afd.","Ortopædisk kirurgi","Lægerne Katrine og Kåre Gibsholm-Madsen","Almen praksis","Almen medicin",NA,"Efterår 17",2017-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v2.asp","12. apr 09:30",214,"KU","Hovedst.",2018-10-01,"Ortopædkirurgisk afd.","Ortopædisk kirurgi","Lægerne Kamillevej","Almen praksis","Almen medicin",NA,"Efterår 18",2018-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/AJAX_Timelines.asp","16. okt. 15:00",94,"SDU","Hovedst.",2019-03-01,"HVH, Ortopædkirurgisk afd.","Ortopædisk kirurgi","Lægerne Bytoften","Almen praksis","Almen medicin","283","Forår 19",2019-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v2.asp","3. apr 18:44",41,"KU","Hovedst.",2017-10-01,"Medicinsk afd., Amager","Intern medicin","Lægerne Hammelstrupvej","Almen praksis","Almen medicin",NA,"Efterår 17",2017-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v2.asp","4. apr 19:11",124,"SDU","Hovedst.",2017-08-01,"Medicinsk Enhed, Hjerte- og lungemedicinsk afd.","Intern medicin","Lægerne Under Elmene","Almen praksis","Almen medicin",NA,"Efterår 17",2017-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v1.asp","20. okt 14:02",308,"SDU","Hovedst.",2018-04-01,"Gastroenheden, kirurgisk","Kirurgi","Lægehuset Gadehavegård ved Allan Buusman","Almen praksis","Almen medicin",NA,"Forår 18",2018-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v1.asp","18. okt 20:20",197,"KU","Hovedst.",2018-03-01,"Ortopædkirurgisk afd.","Ortopædisk kirurgi","Mit Lægehus Rødovre","Almen praksis","Almen medicin",NA,"Forår 18",2018-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v1.asp","19. okt 12:52",228,"KU","Hovedst.",2018-02-01,"Medicinsk afd., Amager","Intern medicin","Karen M. Hansen","Almen praksis","Almen medicin",NA,"Forår 18",2018-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v2.asp","10. apr 15:10",471,"KU","Hovedst.",2017-08-01,"Ortopædkirurgisk afd.","Ortopædisk kirurgi","Bf Medic","Almen praksis","Almen medicin",NA,"Efterår 17",2017-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v2.asp","4. apr 18:27",120,"KU","Hovedst.",2017-10-01,"Gastroenheden, kirurgisk","Kirurgi","Holte Lægehus ved Freitag og Thorsen","Almen praksis","Almen medicin",NA,"Efterår 17",2017-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v1.asp","17. okt 15:31",98,"KU","Hovedst.",2018-03-01,"Medicinsk afd., Amager","Intern medicin","Lægerne på Stationstorvet","Almen praksis","Almen medicin",NA,"Forår 18",2018-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v2.asp","14. apr 20:30",420,"SDU","Hovedst.",2018-08-01,"Ortopædkirurgisk afd.","Ortopædisk kirurgi","Lægepraksis Belén Redal","Almen praksis","Almen medicin",NA,"Efterår 18",2018-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v1.asp","16. okt 12:09",2,"AU","Hovedst.",2018-02-01,"Medicinsk Enhed, Hjerte- og lungemedicinsk afd.","Intern medicin","Amager og Hvidovre Hospital","Gastroenheden, kirurgisk","Kirurgi",NA,"Forår 18",2018-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v2.asp","8. apr 10:02",367,"KU","Hovedst.",2017-10-01,"Ortopædkirurgisk afd.","Ortopædisk kirurgi","Lægerne Hergel, Jønsen og Wildau","Almen praksis","Almen medicin",NA,"Efterår 17",2017-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v2.asp","10. apr 17:57",111,"SDU","Hovedst.",2018-09-01,"Medicinsk afd., Amager","Intern medicin","Dragør Lægeklinik","Almen praksis","Almen medicin",NA,"Efterår 18",2018-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/AJAX_Timelines.asp","16. okt. 11:00",74,"SDU","Hovedst.",2019-04-01,"HVH, Ortopædkirurgisk afd.","Ortopædisk kirurgi","Familielægerne i Rødovre","Almen praksis","Almen medicin","500","Forår 19",2019-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v2.asp","11. apr 15:40",177,"KU","Hovedst.",2018-10-01,"Medicinsk Enhed, Hjerte- og lungemedicinsk afd.","Intern medicin","Lægehuset Bülent Kücükakin","Almen praksis","Almen medicin",NA,"Efterår 18",2018-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v2.asp","11. apr 20:21",204,"KU","Hovedst.",2018-09-01,"Medicinsk Enhed, Endokrinologisk afd.","Intern medicin","Naomi Meyer Henius","Almen praksis","Almen medicin",NA,"Efterår 18",2018-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v2.asp","4. apr 10:43",72,"KU","Hovedst.",2017-09-01,"Medicinsk Enhed, Hjerte- og lungemedicinsk afd.","Intern medicin","Mit Lægehus Rødovre","Almen praksis","Almen medicin",NA,"Efterår 17",2017-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v2.asp","4. apr 09:53",68,"SDU","Hovedst.",2017-10-01,"Medicinsk afd., Amager","Intern medicin","Lægerne Amagerbrogade 148","Almen praksis","Almen medicin",NA,"Efterår 17",2017-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v2.asp","11. apr 20:31",205,"AU","Hovedst.",2018-09-01,"Medicinsk Enhed, Endokrinologisk afd.","Intern medicin","Lægerne Anders Rask & Frede Hansen","Almen praksis","Almen medicin",NA,"Efterår 18",2018-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v2.asp","11. apr 17:14",186,"KU","Hovedst.",2018-09-01,"Gastroenheden, kirurgisk","Kirurgi","Lægerne Denker, Vindfeld og Toft-Skou","Almen praksis","Almen medicin",NA,"Efterår 18",2018-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v2.asp","12. apr 13:20",234,"KU","Hovedst.",2018-10-01,"Medicinsk afd., Amager","Intern medicin","Psykiatrien i Region Hovedstaden","Psykiatrisk Center København","Psykiatri",NA,"Efterår 18",2018-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v1.asp","21. okt 08:20",351,"SDU","Hovedst.",2018-04-01,"Ortopædkirurgisk afd.","Ortopædisk kirurgi","Nadja Naciye Elgin","Almen praksis","Almen medicin",NA,"Forår 18",2018-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/AJAX_Timelines.asp","18. okt. 09:10",211,"KU","Hovedst.",2019-04-01,"HVH, Gastroenheden, kirurgisk","Kirurgi","Lægerne Kirkegårdsvej ved Tønnes Puntervold","Almen praksis","Almen medicin","473","Forår 19",2019-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v2.asp","8. apr 13:42",389,"KU","Hovedst.",2017-09-01,"Ortopædkirurgisk afd.","Ortopædisk kirurgi","Annette Gremaud Kristjansen","Almen praksis","Almen medicin",NA,"Efterår 17",2017-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v1.asp","17. okt 09:21",61,"KU","Hovedst.",2018-03-01,"Medicinsk afd., Amager","Intern medicin","Vanløselægerne ved Dorte W. Ramsing","Almen praksis","Almen medicin",NA,"Forår 18",2018-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v2.asp","14. apr 10:35",362,"AU","Hovedst.",2018-09-01,"Ortopædkirurgisk afd.","Ortopædisk kirurgi","Flemming Christiansen","Almen praksis","Almen medicin",NA,"Efterår 18",2018-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v1.asp","19. okt 17:11",251,"KU","Hovedst.",2018-03-01,"Gastroenheden, kirurgisk","Kirurgi","Hellerup Sundhedscenter","Almen praksis","Almen medicin",NA,"Forår 18",2018-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/AJAX_Timelines.asp","17. okt. 14:10",163,"KU","Hovedst.",2019-05-01,"HVH, Gastroenheden, kirurgisk","Kirurgi","Lægerne Vinsand & Schlütter ved Christian Schlütter","Almen praksis","Almen medicin","184","Forår 19",2019-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v2.asp","3. apr 09:00",0,"KU","Hovedst.",2017-09-01,"Medicinsk afd., Amager","Intern medicin","Lægerne Kirkegårdsvej ved Jacoba Egholm Hansen","Almen praksis","Almen medicin",NA,"Efterår 17",2017-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/AJAX_Timelines.asp","15. okt. 09:00",0,"KU","Hovedst.",2019-03-01,"AMH, Medicinsk afd.","Intern medicin","Læge Henrik Malling","Almen praksis","Almen medicin","324","Forår 19",2019-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v1.asp","19. okt 17:58",254,"SDU","Hovedst.",2018-04-01,"Gastroenheden, kirurgisk","Kirurgi","Lægerne Schunck","Almen praksis","Almen medicin",NA,"Forår 18",2018-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v2.asp","7. apr 16:21",328,"KU","Hovedst.",2017-11-01,"Ortopædkirurgisk afd.","Ortopædisk kirurgi","Lægerne Vinsand & Schlütter ved Christian Schlütter","Almen praksis","Almen medicin",NA,"Efterår 17",2017-08-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2018v1.asp","17. okt 19:21",120,"KU","Hovedst.",2018-03-01,"Ortopædkirurgisk afd.","Ortopædisk kirurgi","Lægerne Under Elmene","Almen praksis","Almen medicin",NA,"Forår 18",2018-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/AJAX_Timelines.asp","17. okt. 10:00",140,"KU","Hovedst.",2019-04-01,"HVH, Medicinsk Enhed, Hjerte- og lungemedicinsk afd.","Intern medicin","Lægerne Ursula Brøndum & Lise Dyhr","Almen praksis","Almen medicin","421","Forår 19",2019-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/AJAX_Timelines.asp","16. okt. 17:10",107,"AU","Hovedst.",2019-02-01,"AMH, Medicinsk afd.","Intern medicin","Læge Shabbir Ahmed","Almen praksis","Almen medicin","506","Forår 19",2019-02-01,12.4616058,55.6475398
"Amager og Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v2.asp","3. apr 17:40",35,"KU","Hovedst.",2017-10-01,"Medicinsk Enhed, Hjerte- og lungemedicinsk afd.","Intern medicin","Amager og Hvidovre Hospital","Ortopædkirurgisk afd.","Ortopædisk kirurgi",NA,"Efterår 17",2017-08-01,12.4616058,55.6475398
